fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc_%,SApM,Str_Def_%,TD_Avg,TD_Acc_%,TD_Def_%,Sub_Avg
Alex Chambers,160,52,160,Southpaw,"Oct 25, 1978",2.97,54,5.1,50,2.31,41,53,1
Michael Chandler,173,70,180,Orthodox,"Apr 24, 1986",4.29,49,3.76,52,2.37,41,80,1.4
Ernest Chavez,173,66,178,Orthodox,"Jun 27, 1983",2.79,40,3.89,59,0.89,33,50,0
Danny Chavez,173,66,170,Orthodox,"Mar 14, 1987",2.93,39,4.17,53,2.5,100,84,0
Mark Cherico,170,66,175,Orthodox,"May 12, 1986",3.69,34,7.37,56,5.03,50,0,0
Macy Chiasson,180,61,183,Orthodox,"Jul 27, 1991",4.16,49,2.17,46,0.98,21,64,0.5
Giga Chikadze,183,66,188,Orthodox,"Aug 25, 1988",3.45,43,2.65,60,0.38,33,68,0
Michael Chiesa,185,77,190,Southpaw,"Dec 07, 1987",1.89,40,1.71,54,3.6,52,68,0.9
Khamzat Chimaev,188,77,190,Orthodox,"May 01, 1994",9.03,72,0.1,66,4.67,75,0,3.1
Dooho Choi,178,66,178,Orthodox,"Apr 10, 1991",5.32,51,6.38,53,0.41,20,50,0
SeungWoo Choi,183,66,188,Orthodox,"Nov 03, 1992",3.17,41,2.45,46,1.03,57,66,0
John Cholish,180,70,188,Orthodox,"Dec 17, 1983",2.65,49,2.29,73,1.82,31,78,0.4
Joachim Christensen,190,93,193,Orthodox,"Nov 07, 1978",3.78,41,3.29,46,0,0,0,0
Ryo Chonan,175,77,178,Orthodox,"Oct 08, 1976",2.57,43,2.25,60,0.61,41,39,0.3
Katlyn Chookagian,175,57,173,Orthodox,"Dec 28, 1988",4.22,34,4.23,63,0.27,15,51,0.5
Cameron Church,180,70,183,Orthodox,"Sep 27, 1990",4,40,4.93,50,0,0,60,1
Hannah Cifers,155,52,157,Orthodox,"Jun 26, 1992",4.99,44,5.39,52,0.26,100,64,0.3
Misha Cirkunov,190,93,196,Orthodox,"Feb 27, 1987",4.18,51,3.22,60,4.28,57,71,2.3
Devin Clark,183,93,190,Orthodox,"Apr 12, 1990",3.33,57,2.43,48,2.7,36,76,0.1
Jessica-Rose Clark,165,57,163,Orthodox,"Nov 28, 1987",4.68,51,3.98,60,1.01,55,73,0.4
Heather Clark,168,52,163,Orthodox,"Sep 19, 1980",3.69,49,5.62,50,0.33,4,80,0.3
Rich Clementi,175,70,183,Southpaw,"Mar 31, 1976",1.43,37,2.29,60,1.72,42,25,1.1
Chris Clements,178,77,178,Orthodox,"Feb 09, 1976",3.2,49,2.37,44,0,0,32,0.3
Mitch Clarke,178,70,185,Orthodox,"Nov 24, 1985",2.35,34,3.27,47,0.64,15,50,0.4
Marloes Coenen,175,66,170,Orthodox,"Mar 31, 1981",2.15,51,1.9,67,0.82,30,41,2.5
Felipe Colares,173,61,175,Orthodox,"Mar 31, 1994",1.13,42,3,32,2,25,34,1
Mark Coleman,185,93,190,Orthodox,"Dec 20, 1964",1.88,52,2.62,40,3.89,40,50,0.8
Clay Collard,180,66,185,Orthodox,"Mar 10, 1993",4.22,32,5,50,2.81,39,71,0.5
Jamie Colleen,160,52,165,Orthodox,"Nov 02, 1985",3.11,61,5.66,33,0.52,33,50,1.6
Jake Collier,190,120,198,Orthodox,"Oct 25, 1988",4.92,41,4.09,53,0.57,23,67,0.4
Carlos Condit,188,77,190,Orthodox,"Apr 26, 1984",3.63,39,2.49,56,0.62,54,39,1
Montserrat Conejo,152,52,155,Southpaw,"Feb 03, 1993",1,36,2.07,52,4,80,0,2
Tristan Connelly,178,77,173,Orthodox,"Dec 12, 1985",4.27,51,2.13,57,0,0,60,1
Michael Cora,185,77,196,Southpaw,"Aug 24, 1989",0.8,28,0.13,66,0,0,25,0
Amanda Cooper,160,52,163,Switch,"Oct 22, 1991",3.55,44,3.2,51,1.53,38,28,1.8
Akira Corassani,173,66,173,Orthodox,"Aug 27, 1982",3.25,45,4.91,50,0.7,28,86,0
Chris Cope,183,77,183,Orthodox,"Mar 05, 1983",3.96,26,4.82,50,0,0,80,0
Daniel Cormier,180,120,183,Orthodox,"Mar 20, 1979",4.25,52,2.92,54,1.83,44,80,0.4
Bethe Correia,165,61,163,Orthodox,"Jun 22, 1983",4.39,44,4.56,58,0.44,20,84,0
Louis Cosce,175,77,180,Orthodox,"Aug 27, 1995",8.22,48,9.3,48,1.07,11,0,0
Tracy Cortez,165,61,165,Orthodox,"Dec 10, 1993",3.67,53,1.98,62,3,42,85,0
Orion Cosce,180,77,180,Switch,"Jul 15, 1994",4.56,62,1.97,56,1.02,100,70,0
Randy Costa,175,61,185,Switch,"Jul 06, 1994",7.88,47,5.26,58,0,0,100,0
Paulo Costa,185,84,183,Orthodox,"Apr 21, 1991",7.03,57,6.7,50,0,0,80,0
Oscar Cota,183,120,183,Orthodox,"Oct 15, 1984",0.33,41,2.47,41,0,0,60,1
Patrick Cote,180,77,190,Orthodox,"Feb 29, 1980",2.81,48,3.21,48,0.68,20,43,0.2
Rashad Coulter,180,93,193,Orthodox,"Nov 27, 1981",4.82,56,6.68,50,0,0,62,0
Ryan Couture,178,70,185,Orthodox,"Aug 27, 1982",3.54,45,2.87,54,1.55,29,46,1.3
Colby Covington,180,77,183,Orthodox,"Feb 22, 1988",4.12,38,2.86,55,4.61,50,75,0.1
Nathan Coy,178,77,175,Southpaw,"Jul 24, 1978",3.88,52,2.4,61,3.17,47,50,0
Andrew Craig,185,77,193,Orthodox,"Jan 15, 1986",2.39,40,3.01,50,0.53,37,72,0
Paul Craig,190,93,193,Orthodox,"Nov 27, 1987",2.4,49,2.43,49,2.11,26,55,1.5
Tim Credeur,190,84,190,Orthodox,"Jul 09, 1977",3.59,30,3.13,57,0.41,100,50,3.3
Randy Couture,185,93,190,Orthodox,"Jun 22, 1963",2.85,57,1.53,59,2.78,46,58,0.5
Kevin Croom,180,70,185,Orthodox,"Jul 15, 1987",1.35,36,3.22,31,0.97,6,50,1
Ken Cross,183,70,183,Southpaw,"Oct 04, 1994",2.2,57,1.4,55,1,12,66,0
Jimmy Crute,188,93,188,Orthodox,"Mar 04, 1996",4.36,57,2.31,54,4.33,75,60,2.4
Dominick Cruz,173,61,173,Orthodox,"Mar 09, 1985",3.65,32,2.42,72,2.99,46,83,0.1
Aalon Cruz,183,66,198,Switch,"Sep 20, 1989",7.58,39,8.88,58,0,0,0,0
Luke Cummo,183,77,188,Orthodox,"Apr 27, 1980",1.74,43,1.5,59,0.89,55,42,1.4
Alton Cunningham,188,93,196,Orthodox,"Jun 24, 1993",3.33,75,4.94,20,1.67,10,100,0
Allen Crowder,190,120,193,Orthodox,"Nov 08, 1989",2.95,51,2.95,56,1.85,33,100,1.2
Josh Culibao,178,70,185,Orthodox,"May 24, 1994",2.52,38,4.3,48,0,0,100,0
Patrick Cummins,188,93,193,Orthodox,"Nov 16, 1980",4.26,50,3.35,55,4.49,41,28,0.1
Kailin Curran,163,52,165,Orthodox,"Apr 11, 1991",3.89,43,4.75,53,2,57,61,0.6
Jeff Curran,168,61,175,Orthodox,"Sep 02, 1977",1.54,31,2.48,60,0.35,12,35,1.2
Daron Cruickshank,173,70,183,Switch,"Jun 11, 1985",2.88,38,2.98,57,2.04,41,60,0.2
Ion Cutelaba,185,93,190,Southpaw,"Dec 14, 1993",5.1,39,3.37,48,2.41,71,80,0
Henrique da Silva,190,93,193,Orthodox,"Sep 01, 1989",3.89,60,5.28,40,0.25,14,22,0.2
Alex Da Silva,173,70,185,Orthodox,"Feb 04, 1996",2.07,46,2.65,55,2.75,43,77,0.4
Zak Cummings,183,84,190,Southpaw,"Aug 02, 1984",2.58,32,2.83,55,0.68,28,65,0.7
Nicolas Dalby,180,77,188,Orthodox,"Nov 16, 1984",3.2,37,3.57,55,1.45,33,63,0
Paul Daley,175,77,193,Orthodox,"Feb 21, 1983",3.14,47,2.37,60,0.91,40,64,0
Aisling Daly,157,52,163,Orthodox,"Dec 24, 1987",2.92,52,1.4,55,2.15,41,33,0.9
Rodrigo Damm,170,70,180,Orthodox,"Feb 03, 1980",3.5,36,5.61,57,0.44,16,80,0.3
Jarjis Danho,190,120,188,Orthodox,"Oct 15, 1983",3.39,48,5.77,47,0.57,20,100,0
Mac Danzig,173,70,178,Orthodox,"Jan 02, 1980",3.39,48,3.44,57,1.2,37,46,0.6
Karen Darabedyan,170,70,173,Orthodox,"Dec 18, 1986",3.43,51,2.62,67,2.14,75,0,0
Beneil Dariush,178,70,183,Southpaw,"May 06, 1989",4,49,2.72,59,2.03,32,81,1
Kyle Daukaus,190,84,193,Southpaw,"Feb 27, 1993",3.69,59,2.16,42,2.33,41,94,1.7
Chris Daukaus,190,120,193,Orthodox,"Sep 25, 1989",11.78,61,3.22,65,0,0,100,0
Marcus Davis,178,77,178,Southpaw,"Aug 24, 1973",2.72,39,2.79,65,1.6,48,47,1.4
LC Davis,173,61,175,Southpaw,"Oct 28, 1980",2.04,30,2.1,59,2.27,46,66,0.2
Phil Davis,188,93,201,Orthodox,"Sep 25, 1984",2.85,34,1.33,72,2.99,38,72,0.6
Mike Davis,183,66,183,Orthodox,"Oct 07, 1992",6.24,53,6.76,57,1.39,33,69,0
Alexis Davis,168,61,173,Orthodox,"Oct 04, 1984",4.18,47,4.18,55,0.94,40,34,0.8
Hakeem Dawodu,173,66,185,Orthodox,"Jul 02, 1991",5.15,47,2.31,63,0,0,85,0
Brandon Davis,178,61,183,Orthodox,"May 08, 1990",4.65,35,4.33,60,0.71,45,56,0.1
Grant Dawson,178,66,183,Switch,"Feb 20, 1994",3.4,48,2.1,51,3.44,34,40,1.6
Jason Day,183,84,183,Orthodox,"May 19, 1981",3.61,54,3.46,47,1.13,100,0,0
Martin Day,178,66,185,Orthodox,"Nov 10, 1988",3.97,45,3.79,53,0.72,60,65,0.5
Yorgan De Castro,183,120,188,Orthodox,"Dec 19, 1986",2.61,44,3.9,55,0,0,75,0
Geraldo de Freitas,170,61,183,Orthodox,"Sep 30, 1991",3.67,52,2.62,50,3,45,59,0
Philip De Fries,196,120,201,Orthodox,"Apr 21, 1986",2.3,47,3,37,3.29,42,100,0.6
Chris de la Rocha,190,120,203,Orthodox,"May 15, 1979",4.08,45,6.37,43,2.02,30,33,1
Montana De La Rosa,170,57,173,Orthodox,"Feb 14, 1995",2.85,36,3.39,45,2.14,28,57,1.2
Mark De La Rosa,168,61,165,Orthodox,"Aug 31, 1994",3.13,35,5,48,0.54,13,40,0.2
Mike de la Torre,180,66,180,Orthodox,"Sep 22, 1986",3.21,39,4.75,51,0.36,16,83,0
Isabela de Padua,160,57,163,Orthodox,"Sep 04, 1991",1,35,2.07,50,2,66,0,1
Germaine de Randamie,175,61,180,Orthodox,"Apr 24, 1984",2.72,46,2.14,65,0,0,69,0.4
Gloria de Paula,165,52,170,Orthodox,"Jun 10, 1995",3.33,54,1.2,70,0,0,71,1
Rolando Delgado,190,70,196,Orthodox,"Nov 22, 1981",1.56,40,1.83,62,1.17,22,0,3.5
Jon Delos Reyes,168,57,170,Orthodox,"Aug 19, 1987",2.99,38,4.14,51,3.2,83,55,1.9
Roland Delorme,175,61,180,Orthodox,"Dec 18, 1983",2.28,44,4.32,40,2.51,34,42,1.6
Vanessa Demopoulos,157,52,150,Orthodox,"Sep 22, 1988",1.6,41,3.13,50,0,0,0,2
Chris Dempsey,178,84,183,Orthodox,"Sep 08, 1987",2.25,32,2.82,65,2.64,23,16,0
Jason Dent,178,70,180,Orthodox,"Jun 12, 1980",2.01,39,3.7,62,0,0,26,1.4
Tony DeSouza,183,77,178,Southpaw,"Jul 26, 1974",1.12,52,1.57,41,2.25,42,40,1.5
Mackenzie Dern,163,52,160,Orthodox,"Mar 24, 1993",3.74,38,3.81,61,0.28,5,0,2.2
Alessio Di Chirico,183,84,188,Orthodox,"Dec 12, 1989",3.3,41,3.24,62,1.62,45,83,0
Micol Di Segni,160,52,152,Orthodox,"Dec 29, 1987",7.47,40,5.87,33,0,0,37,0
Cyrille Diabate,198,93,206,Southpaw,"Oct 06, 1973",4.06,71,1.78,60,1.17,83,53,0.2
Tyler Diamond,170,66,175,Orthodox,"Mar 18, 1991",3.4,47,2.53,44,3,75,70,0
Marc Diakiese,178,70,185,Orthodox,"Mar 16, 1993",3.08,39,2.79,54,2.16,36,62,0
Hacran Dias,173,70,175,Orthodox,"Jun 16, 1984",2.08,41,3.31,55,2.5,39,76,0.5
Nick Diaz,185,84,193,Southpaw,"Aug 02, 1983",5.43,42,3.56,61,1.32,33,60,1
Nate Diaz,183,77,193,Southpaw,"Apr 16, 1985",4.62,45,3.78,53,1.19,30,42,1.4
Seth Dikun,178,61,175,Orthodox,"Aug 05, 1980",1.45,26,2.18,55,0,0,45,0.9
TJ Dillashaw,168,57,170,Orthodox,"Feb 07, 1986",5.37,41,3.03,65,1.68,37,86,1
Matt Dixon,178,77,190,Switch,"Oct 09, 1995",1.97,43,4.56,37,3.06,30,0,0
Russell Doane,170,61,178,Orthodox,"Aug 13, 1986",1.75,40,1.68,53,2.11,45,52,0.8
Drew Dober,173,70,178,Southpaw,"Oct 19, 1988",4.33,40,3.87,54,0.8,17,55,0.1
Shana Dobson,168,57,175,Orthodox,"Mar 30, 1989",3.34,37,5.2,50,0.84,50,14,0
Joe Doerksen,183,84,190,Orthodox,"Oct 09, 1977",1.43,42,2.79,50,2.02,33,33,2.3
John Dodson,160,61,168,Orthodox,"Sep 26, 1984",3.2,40,3.58,61,0.71,28,82,0
CB Dollaway,188,84,193,Orthodox,"Aug 10, 1983",2.65,47,2.58,54,3.55,54,62,1.2
Cody Donovan,190,93,188,Orthodox,"Feb 20, 1981",5.61,59,5.44,45,1.67,28,0,1.7
Roman Dolidze,188,93,193,Orthodox,"Jul 15, 1988",2.98,51,1.75,61,1.75,50,33,2.2
Anderson Dos Santos,165,61,178,Orthodox,"Jul 24, 1985",2.66,28,4.8,55,1.3,18,66,0.9
Tiago dos Santos e Silva,175,66,178,Orthodox,"Apr 12, 1987",3.69,35,4.23,59,0.63,11,33,0.3
Junior Dos Santos,193,120,196,Orthodox,"Jan 30, 1984",4.49,47,3.33,56,0.3,50,81,0.1
Rafael Dos Anjos,173,70,178,Southpaw,"Oct 26, 1984",3.49,46,3.22,61,1.93,37,58,0.6
Kyle Driscoll,180,66,188,Orthodox,"Sep 23, 1994",2.73,32,2.6,58,2,18,0,0
Danny Downes,183,70,183,Orthodox,"Apr 08, 1986",1.66,34,3.53,37,0,0,37,0.5
Tomasz Drwal,185,93,193,Orthodox,"Jan 22, 1982",3.29,38,2.26,57,3.55,60,82,0.4
Dricus Du Plessis,185,84,193,Switch,"Jan 14, 1994",7.72,44,4.16,67,0,0,0,0
Norma Dumont,170,61,170,Orthodox,"Oct 01, 1990",5.35,55,2.65,72,2.43,42,100,0
Jessamyn Duke,180,61,185,Orthodox,"Jun 24, 1986",4.83,53,4.43,57,1.27,36,50,1.9
Joe Duffy,178,70,185,Orthodox,"Feb 18, 1988",2.68,34,3.78,54,0.96,66,64,0.7
Todd Duffee,190,120,198,Orthodox,"Dec 06, 1985",5.93,37,2.87,56,0.72,25,90,0
Cody Durden,170,57,170,Southpaw,"Mar 29, 1991",3.11,48,3.93,41,3.28,26,50,0.8
Reuben Duran,170,61,180,Orthodox,"Jul 02, 1983",3.19,49,2.61,50,0.98,23,25,0.7
Tom Duquesnoy,170,61,173,Orthodox,"Jun 21, 1993",3.83,45,5.3,62,0.42,25,46,0
Evan Dunham,178,70,178,Southpaw,"Dec 18, 1981",5.33,39,3.54,61,1.82,33,79,1
David Dvorak,165,57,173,Orthodox,"Jun 05, 1992",4.5,48,3.17,63,0,0,75,0
Matt Dwyer,193,77,193,Orthodox,"Dec 17, 1989",2.57,34,3.24,54,0.44,10,60,0
Merab Dvalishvili,168,61,173,Orthodox,"Jan 10, 1991",3.91,39,2.08,61,7.71,43,80,0.3
Rolando Dy,173,66,175,Orthodox,"Aug 11, 1990",3.04,37,4.47,52,0.3,20,68,0
Mike Easton,168,61,178,Southpaw,"Jan 25, 1984",3.51,37,4.28,61,0.75,22,66,0
Marvin Eastman,175,84,185,Orthodox,"Jun 08, 1971",2.21,35,3.92,42,1.38,33,81,0
Brian Ebersole,183,77,185,Southpaw,"Nov 27, 1980",2.32,49,2.14,56,1.7,23,61,0.1
Mark Eddiva,173,66,173,Orthodox,"Feb 16, 1986",3.37,45,2.98,54,1.45,22,63,0
Johnny Eduardo,170,61,180,Orthodox,"Aug 03, 1978",2.89,38,3.34,63,0,0,62,0.5
Frankie Edgar,168,61,173,Orthodox,"Oct 16, 1981",3.7,39,2.71,66,2.28,31,65,0.3
Stephanie Egger,168,61,173,Orthodox,"Aug 12, 1988",0.67,31,1.33,52,1,16,40,0
Joselyne Edwards,173,61,178,Orthodox,"Sep 29, 1995",4.2,53,3.83,46,0.5,16,37,0.5
Te Edwards,173,70,183,Orthodox,"Sep 11, 1990",1.5,41,4.15,44,0.72,100,44,0
Justin Edwards,178,70,178,Orthodox,"Jan 26, 1983",2.68,42,3.32,51,2.14,26,27,1
Leon Edwards,188,77,188,Southpaw,"Aug 25, 1991",2.56,47,2.03,55,1.35,30,70,0.4
Yves Edwards,175,70,185,Southpaw,"Sep 30, 1976",2.91,42,2.34,66,0.76,53,69,0.7
Per Eklund,178,70,183,Orthodox,NA,2.07,61,2.38,67,2.07,11,50,3.6
Jake Ellenberger,175,77,180,Orthodox,"Mar 28, 1985",2.47,39,2.83,60,2.04,47,86,0.4
Darren Elkins,178,66,180,Orthodox,"May 16, 1984",3.5,38,3.08,52,2.7,33,58,1.2
Joe Ellenberger,175,70,183,Orthodox,"Mar 28, 1985",1.62,47,3.45,48,3.17,40,0,1.1
Cameron Else,175,61,180,Switch,"Apr 27, 1987",1.92,36,5.58,58,0,0,0,0
Tim Elliott,170,57,168,Southpaw,"Dec 24, 1986",3.35,45,2.49,59,4.01,49,58,1.1
Rob Emerson,175,70,178,Orthodox,"Jul 30, 1981",2.5,30,2.83,64,2.02,52,65,0.4
Ramazan Emeev,178,77,193,Southpaw,"May 23, 1987",2.5,45,1.98,66,2.33,29,66,0.5
Josh Emmett,168,66,178,Orthodox,"Mar 04, 1985",4.32,39,4.02,63,1.43,47,50,0.1
Jamall Emmers,178,66,188,Orthodox,"Jul 24, 1989",5.75,52,4.65,54,2.9,53,100,0
Fedor Emelianenko,183,120,188,Orthodox,"Sep 28, 1976",3.18,51,1,63,2,63,82,1.9
Oliver Enkamp,183,77,196,Switch,"Aug 10, 1991",2.38,36,3.55,37,0.87,16,0,0
Andy Enz,190,84,198,Orthodox,"Aug 15, 1991",3.51,23,5.32,57,0,0,58,0
Julian Erosa,185,66,188,Southpaw,"Jul 31, 1989",5.07,47,5.72,50,1.32,54,58,0.9
Cole Escovedo,170,61,183,Orthodox,"Aug 30, 1981",1.77,43,4.32,49,0.43,33,13,0
Efrain Escudero,175,70,180,Orthodox,"Jan 15, 1986",2.92,44,2.3,63,1.31,40,66,0.8
Carla Esparza,155,52,160,Orthodox,"Oct 10, 1987",2.29,42,2.85,53,3.44,35,48,0.3
Juan Espino,190,120,203,Orthodox,"Oct 09, 1980",4.32,80,0.54,42,14.19,77,0,6.1
Jodie Esquibel,155,52,163,Orthodox,"May 07, 1986",4.1,31,7.37,52,0.75,21,83,0
Jordan Espinosa,168,57,175,Orthodox,"Nov 08, 1989",4.22,52,2.94,57,0.75,28,70,0.2
Terry Etim,185,70,185,Orthodox,"Jan 11, 1986",2.16,35,2.53,67,0.43,30,39,1.4
Sijara Eubanks,163,61,170,Orthodox,"Apr 27, 1985",4.52,43,3.69,57,1.88,46,65,0.4
Billy Evangelista,173,70,173,Orthodox,"Oct 07, 1980",4.51,40,3.96,61,1.6,19,61,0.2
Rashad Evans,183,93,190,Orthodox,"Sep 25, 1979",2.14,37,2.42,63,2.98,44,73,0
Ashlee Evans-Smith,173,61,170,Orthodox,"Jul 09, 1987",4.54,34,4.69,55,1.1,23,66,0
Tonya Evinger,170,61,178,Orthodox,"Jun 04, 1981",1.16,42,4.02,38,0.93,30,33,0.9
Andre Ewell,173,61,190,Southpaw,"Jan 21, 1988",4.42,41,4.25,52,0.29,66,70,0.1
Movsar Evloev,170,66,183,Orthodox,"Feb 11, 1994",4.7,44,2.83,64,2.75,37,70,0
Jessica Eye,168,57,168,Orthodox,"Jul 27, 1986",3.76,37,4.01,55,0.45,40,57,0.5
Wagnney Fabiano,168,66,175,Southpaw,"Jul 14, 1975",1.19,38,0.66,70,3.44,64,100,0.4
Melinda Fabian,168,57,168,Orthodox,"Jun 25, 1987",4.03,41,4,62,0,0,100,0
Urijah Faber,168,61,170,Orthodox,"May 14, 1979",2.65,40,2.59,64,1.54,30,58,0.8
Bartosz Fabinski,183,77,190,Orthodox,"Apr 26, 1986",2.2,69,1.35,53,7.08,69,80,0
Zarah Fairn,173,66,183,Orthodox,"Dec 12, 1986",1.98,45,6.61,39,0,0,50,0
Rico Farrington,193,77,201,Southpaw,"Jun 19, 1989",6.33,41,7.2,51,0,0,20,0
Carlos Felipe,183,120,190,Orthodox,"Jan 12, 1995",4.42,45,4.6,47,0,0,70,0
Paul Felder,180,70,178,Orthodox,"Apr 25, 1984",3.7,44,3.44,48,0.29,28,64,0.2
Kevin Ferguson,188,120,196,Orthodox,"Feb 08, 1974",2.3,50,3.41,38,3.1,72,36,1.2
Tony Ferguson,180,70,193,Orthodox,"Feb 12, 1984",5.46,45,3.94,59,0.45,42,70,1.1
Cezar Ferreira,185,84,198,Southpaw,"Feb 15, 1985",1.9,42,2.44,53,2.69,53,84,0.5
Diego Ferreira,175,70,188,Orthodox,"Jan 18, 1985",4.85,37,3.26,58,0.89,26,68,0.9
Timo Feucht,190,93,201,Orthodox,"Jan 18, 1996",0,0,0,0,0,0,0,0
Drew Fickett,178,70,178,Orthodox,"Dec 14, 1979",2.33,41,2.29,57,1.3,35,30,2.2
Deiveson Figueiredo,165,57,173,Orthodox,"Dec 18, 1987",3.38,56,3.35,50,1.57,50,61,2.4
Francisco Figueiredo,168,61,175,Southpaw,"Oct 23, 1989",1.93,54,2.07,76,4,66,100,0
Edwin Figueroa,170,61,175,Orthodox,"Jul 31, 1984",2.57,39,3.06,51,0.2,100,37,0.6
Andre Fili,180,66,188,Orthodox,"Jun 25, 1990",3.73,36,3.9,52,2.5,49,64,0.2
Mirko Filipovic,188,120,185,Southpaw,"Sep 10, 1974",2.11,50,1.89,63,0.19,40,78,0.3
Luigi Fioravanti,173,77,178,Orthodox,"Jan 22, 1981",2.23,42,2.21,69,3.76,63,67,0.9
Spencer Fisher,170,70,173,Southpaw,"May 09, 1976",3.17,43,3.03,64,0.67,30,60,0.8
Chris Fishgold,173,66,173,Orthodox,"Jun 06, 1992",2.01,32,2.7,46,2.59,46,44,1.3
Jimmy Flick,170,57,173,Orthodox,"Sep 07, 1990",1.99,58,2.3,50,1.81,50,0,7.2
Alejandro Flores,178,66,185,Orthodox,"Aug 06, 1991",3.66,40,2.02,54,0,0,0,0
Ty Flores,190,93,185,Switch,"Dec 22, 1993",2,37,7.8,25,1,9,0,0
Rafael Fiziev,173,70,180,Switch,"Mar 05, 1993",4.67,57,4.17,55,0.84,50,100,0
Luke Flores,183,70,185,Southpaw,"Mar 17, 1988",1.56,44,1.88,60,0,0,40,1.2
Jon Fitch,183,77,188,Orthodox,"Feb 24, 1978",2.61,50,1.65,54,3.6,51,56,0.8
Kenny Florian,178,66,188,Southpaw,"May 26, 1976",2.41,40,1.85,63,2.22,33,60,1.3
Caros Fodor,175,70,188,Orthodox,"Jan 07, 1984",2.76,54,2.83,54,2.1,25,50,0
Rob Font,173,61,180,Orthodox,"Jun 25, 1987",5.21,42,3.83,62,1.2,36,48,0.8
Jesse Forbes,188,84,190,Southpaw,"Oct 24, 1984",2.11,24,4.06,53,1.79,75,66,1.2
Marcel Fortuna,185,93,188,Orthodox,"Oct 22, 1985",3.83,46,4.52,64,0.45,8,75,0.5
Jussier Formiga,165,57,170,Orthodox,"Apr 14, 1985",1.42,39,2.34,64,1.82,35,87,0.6
Renee Forte,170,70,180,Orthodox,"Mar 27, 1987",2.08,32,2.12,63,2.32,58,66,0
Brian Foster,175,77,180,Orthodox,"Apr 03, 1984",3.3,39,1.63,65,3.67,60,37,1.8
John Franchi,168,66,170,Orthodox,"Jul 16, 1982",1.83,48,2.59,48,2.68,80,40,0.3
Hermes Franca,168,70,180,Orthodox,"Aug 26, 1974",1.78,39,2.85,55,1.53,36,37,2.4
Glaico Franca Moreira,183,70,196,Orthodox,"Feb 28, 1991",2.35,42,3.46,47,2.68,42,76,0.3
Rich Franklin,185,84,193,Southpaw,"Oct 05, 1974",4.1,44,2.07,62,1.31,66,63,0.7
Justin Frazier,183,120,190,Southpaw,"Jun 15, 1989",1.11,66,6.11,4,0,0,0,0
Stephanie Frausto,157,52,155,Orthodox,"Sep 20, 1990",1.43,21,3.57,60,0,0,0,0
Patricio Freire,165,66,165,Orthodox,"Jul 07, 1987",2.84,41,4.43,60,0.6,18,94,0.6
Patricky Freire,170,70,180,Orthodox,"Jun 01, 1986",3.06,44,3.34,69,1.26,33,100,0
Matt Frevola,175,70,180,Orthodox,"Jun 11, 1990",2.73,37,3.44,58,2.59,37,40,1.1
Jinh Yu Frey,160,52,165,Southpaw,"May 20, 1985",1.79,40,3.35,44,1.06,42,83,0.7
Sarah Frota,168,57,175,Southpaw,"Apr 14, 1987",4.52,52,2.57,55,0,0,53,0
Riki Fukuda,183,84,185,Southpaw,"Jan 06, 1981",4.24,43,3.71,64,2.17,43,70,0
Masio Fullen,178,66,178,Orthodox,"Oct 06, 1986",2.46,32,3.5,54,0.47,33,69,0
Ricardo Funch,178,77,188,Southpaw,"Aug 14, 1980",2.61,65,3.57,40,1.24,18,60,0
Justin Gaethje,180,70,178,Orthodox,"Nov 14, 1988",7.46,59,7.99,55,0,0,69,0
Claudia Gadelha,163,52,160,Orthodox,"Dec 07, 1988",3.31,41,4.57,57,3.03,42,58,0.7
Mitch Gagnon,165,61,165,Southpaw,"Oct 10, 1984",2.76,46,2.21,61,1.16,25,65,1.9
Mickey Gall,188,77,188,Switch,"Jan 22, 1992",2.55,46,3.65,42,1.15,26,40,2.1
Mateusz Gamrot,178,70,178,Southpaw,"Dec 11, 1990",3.47,41,2.47,56,5,31,100,0
Shamil Gamzatov,188,93,193,Orthodox,"Aug 09, 1990",4.27,46,2.13,58,0,0,50,0
Manvel Gamburyan,165,61,170,Orthodox,"May 08, 1981",2.13,41,2.83,55,3.26,34,69,0.7
Eduardo Garagorri,175,66,178,Orthodox,"May 28, 1989",3.42,51,2.36,58,0.48,100,61,0
Ciryl Gane,193,120,206,Orthodox,"Apr 12, 1990",5.04,55,1.85,69,1.13,26,100,0.5
Cody Garbrandt,173,61,165,Orthodox,"Jul 07, 1991",3.35,37,3.33,65,0.84,33,100,0
Leonard Garcia,178,66,173,Orthodox,"Jul 14, 1979",2.77,24,4.79,52,0.3,26,42,0.5
Edgar Garcia,178,77,180,Orthodox,"Feb 22, 1984",3.16,29,4.23,60,2.21,57,50,0.6
Alex Garcia,175,77,183,Orthodox,"Jul 14, 1987",1.81,31,3.03,59,3.72,52,66,0.1
Steve Garcia,183,70,190,Southpaw,"May 22, 1992",4.31,55,2.52,36,0.61,25,100,0.6
Elias Garcia,165,57,170,Southpaw,"Sep 13, 1992",1.59,27,5.05,50,0.68,14,33,1.4
Rafa Garcia,170,70,178,Orthodox,"Aug 05, 1994",3.47,23,6.6,54,0,0,100,0
Pablo Garza,185,66,185,Orthodox,"Sep 16, 1983",3.37,44,2.7,50,0.94,25,15,1.3
Willie Gates,173,57,183,Orthodox,"Jan 21, 1987",1.8,38,4.28,38,0,0,67,0.4
